similarity,corruption,rank,topK,iter,lambda,weight_u_i,metric,NDCG,Recall@5,tok,weight_i,weight_u,Recall@10,Recall@15,Recall@20,Recall@50
Cosine,0.5,50,,200,0.1,,,"[0.1499, 0.0099]",,20.0,0.1,0.9,,,"[0.1756, 0.0125]",
Cosine,0.5,50,,200,0.1,,,"[0.146, 0.0097]",,20.0,0.2,0.8,,,"[0.1656, 0.0116]",
Cosine,0.5,50,,200,0.1,,,"[0.1477, 0.0098]",,20.0,0.3,0.7,,,"[0.1646, 0.0116]",
Cosine,0.5,50,,200,0.1,,,"[0.1504, 0.0098]",,20.0,0.4,0.6,,,"[0.1658, 0.0116]",
Cosine,0.5,50,,200,0.1,,,"[0.1511, 0.0098]",,20.0,0.5,0.5,,,"[0.1649, 0.0115]",
Cosine,0.5,50,,200,0.1,,,"[0.1507, 0.0098]",,20.0,0.6,0.4,,,"[0.1635, 0.0114]",
Cosine,0.5,50,,200,0.1,,,"[0.1519, 0.0099]",,20.0,0.7,0.3,,,"[0.1645, 0.0115]",
Cosine,0.5,50,,200,0.1,,,"[0.1494, 0.0098]",,20.0,0.8,0.2,,,"[0.1609, 0.0112]",
Cosine,0.5,50,,200,0.1,,,"[0.1491, 0.0098]",,20.0,0.9,0.1,,,"[0.1584, 0.0111]",
Cosine,0.5,50,,200,0.1,,,"[0.1445, 0.0096]",,20.0,1.0,0.0,,,"[0.1533, 0.0108]",
Cosine,0.5,50,,200,0.1,,,"[0.2192, 0.0102]",,50.0,0.0,1.0,,,,"[0.3288, 0.0154]"
Cosine,0.5,50,,200,0.1,,,"[0.2256, 0.0107]",,50.0,0.1,0.9,,,,"[0.34, 0.0164]"
Cosine,0.5,50,,200,0.1,,,"[0.2272, 0.0111]",,50.0,0.2,0.8,,,,"[0.3382, 0.0169]"
Cosine,0.5,50,,200,0.1,,,"[0.2293, 0.0113]",,50.0,0.3,0.7,,,,"[0.334, 0.017]"
Cosine,0.5,50,,200,0.1,,,"[0.2277, 0.0114]",,50.0,0.4,0.6,,,,"[0.327, 0.0169]"
Cosine,0.5,50,,200,0.1,,,"[0.2276, 0.0115]",,50.0,0.5,0.5,,,,"[0.3239, 0.0169]"
Cosine,0.5,50,,200,0.1,,,"[0.2278, 0.0117]",,50.0,0.6,0.4,,,,"[0.3176, 0.0169]"
Cosine,0.5,50,,200,0.1,,,"[0.2199, 0.0115]",,50.0,0.7,0.3,,,,"[0.3047, 0.0165]"
Cosine,0.5,50,,200,0.1,,,"[0.2225, 0.0118]",,50.0,0.8,0.2,,,,"[0.3031, 0.0165]"
Cosine,0.5,50,,200,0.1,,,"[0.2214, 0.0117]",,50.0,0.9,0.1,,,,"[0.2991, 0.0161]"
Cosine,0.5,50,,200,0.1,,,"[0.2144, 0.0117]",,50.0,1.0,0.0,,,,"[0.2904, 0.016]"
Cosine,0.2,100,,200,1e-05,,,"[0.0744, 0.007]","[0.0558, 0.0058]",5.0,0.0,1.0,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.0776, 0.0073]","[0.056, 0.0058]",5.0,0.1,0.9,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.079, 0.0072]","[0.0571, 0.0058]",5.0,0.2,0.8,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.0761, 0.007]","[0.0544, 0.0056]",5.0,0.3,0.7,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.0776, 0.0071]","[0.0559, 0.0057]",5.0,0.4,0.6,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.0776, 0.0072]","[0.0549, 0.0057]",5.0,0.5,0.5,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.0792, 0.0075]","[0.0559, 0.006]",5.0,0.6,0.4,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.076, 0.0071]","[0.0536, 0.0056]",5.0,0.7,0.3,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.077, 0.0071]","[0.0529, 0.0054]",5.0,0.8,0.2,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.0759, 0.0071]","[0.0519, 0.0056]",5.0,0.9,0.1,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.077, 0.0072]","[0.0537, 0.0056]",5.0,1.0,0.0,,,,
Cosine,0.2,100,,200,1e-05,,,"[0.1084, 0.0083]",,10.0,0.0,1.0,"[0.1041, 0.0088]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1117, 0.0085]",,10.0,0.1,0.9,"[0.1041, 0.0085]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1136, 0.0084]",,10.0,0.2,0.8,"[0.105, 0.0085]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1149, 0.0086]",,10.0,0.3,0.7,"[0.105, 0.0085]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1136, 0.0085]",,10.0,0.4,0.6,"[0.1037, 0.0084]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1145, 0.0084]",,10.0,0.5,0.5,"[0.1049, 0.0083]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1121, 0.0083]",,10.0,0.6,0.4,"[0.1008, 0.0081]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1121, 0.0083]",,10.0,0.7,0.3,"[0.0999, 0.0081]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1149, 0.0084]",,10.0,0.8,0.2,"[0.1021, 0.008]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1114, 0.0082]",,10.0,0.9,0.1,"[0.0987, 0.008]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1105, 0.0083]",,10.0,1.0,0.0,"[0.0974, 0.0079]",,,
Cosine,0.2,100,,200,1e-05,,,"[0.1316, 0.009]",,15.0,0.0,1.0,,"[0.143, 0.0106]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1404, 0.0093]",,15.0,0.1,0.9,,"[0.1517, 0.0108]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1428, 0.0095]",,15.0,0.2,0.8,,"[0.1515, 0.0108]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1386, 0.0093]",,15.0,0.3,0.7,,"[0.1459, 0.0104]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1413, 0.0094]",,15.0,0.4,0.6,,"[0.1508, 0.0109]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1392, 0.0091]",,15.0,0.5,0.5,,"[0.1437, 0.01]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1386, 0.0092]",,15.0,0.6,0.4,,"[0.1427, 0.0103]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1374, 0.0091]",,15.0,0.7,0.3,,"[0.1412, 0.0102]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1398, 0.0092]",,15.0,0.8,0.2,,"[0.1437, 0.0101]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1362, 0.0092]",,15.0,0.9,0.1,,"[0.1378, 0.0099]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1379, 0.0091]",,15.0,1.0,0.0,,"[0.1398, 0.0099]",,
Cosine,0.2,100,,200,1e-05,,,"[0.1541, 0.0096]",,20.0,0.0,1.0,,,"[0.1831, 0.0124]",
Cosine,0.2,100,,200,1e-05,,,"[0.1624, 0.01]",,20.0,0.1,0.9,,,"[0.1916, 0.0128]",
Cosine,0.2,100,,200,1e-05,,,"[0.165, 0.01]",,20.0,0.2,0.8,,,"[0.1912, 0.0125]",
Cosine,0.2,100,,200,1e-05,,,"[0.1629, 0.0099]",,20.0,0.3,0.7,,,"[0.1898, 0.0125]",
Cosine,0.2,100,,200,1e-05,,,"[0.1616, 0.0098]",,20.0,0.4,0.6,,,"[0.1849, 0.012]",
Cosine,0.2,100,,200,1e-05,,,"[0.1607, 0.0098]",,20.0,0.5,0.5,,,"[0.1818, 0.0118]",
Cosine,0.2,100,,200,1e-05,,,"[0.1617, 0.0099]",,20.0,0.6,0.4,,,"[0.1817, 0.0118]",
Cosine,0.2,100,,200,1e-05,,,"[0.1569, 0.0097]",,20.0,0.7,0.3,,,"[0.1752, 0.0116]",
Cosine,0.2,100,,200,1e-05,,,"[0.1553, 0.0096]",,20.0,0.8,0.2,,,"[0.1738, 0.0116]",
Cosine,0.2,100,,200,1e-05,,,"[0.1543, 0.0095]",,20.0,0.9,0.1,,,"[0.1671, 0.0109]",
Cosine,0.2,100,,200,1e-05,,,"[0.1523, 0.0095]",,20.0,1.0,0.0,,,"[0.1654, 0.011]",
Cosine,0.2,100,,200,1e-05,,,"[0.235, 0.0106]",,50.0,0.0,1.0,,,,"[0.3504, 0.0162]"
Cosine,0.2,100,,200,1e-05,,,"[0.2422, 0.011]",,50.0,0.1,0.9,,,,"[0.3598, 0.017]"
Cosine,0.2,100,,200,1e-05,,,"[0.2441, 0.0112]",,50.0,0.2,0.8,,,,"[0.3585, 0.017]"
Cosine,0.2,100,,200,1e-05,,,"[0.2421, 0.0113]",,50.0,0.3,0.7,,,,"[0.3505, 0.0169]"
Cosine,0.2,100,,200,1e-05,,,"[0.2368, 0.0112]",,50.0,0.4,0.6,,,,"[0.3414, 0.0166]"
Cosine,0.2,100,,200,1e-05,,,"[0.2352, 0.0112]",,50.0,0.5,0.5,,,,"[0.3344, 0.0162]"
Cosine,0.2,100,,200,1e-05,,,"[0.2293, 0.0111]",,50.0,0.6,0.4,,,,"[0.3203, 0.0156]"
Cosine,0.2,100,,200,1e-05,,,"[0.226, 0.011]",,50.0,0.7,0.3,,,,"[0.3116, 0.0152]"
Cosine,0.2,100,,200,1e-05,,,"[0.2215, 0.011]",,50.0,0.8,0.2,,,,"[0.3005, 0.0148]"
Cosine,0.2,100,,200,1e-05,,,"[0.2187, 0.0109]",,50.0,0.9,0.1,,,,"[0.2955, 0.0146]"
Cosine,0.2,100,,200,1e-05,,,"[0.2169, 0.011]",,50.0,1.0,0.0,,,,"[0.2909, 0.0145]"
Cosine,0.3,100,,200,1e-05,,,"[0.0722, 0.0069]","[0.0543, 0.0057]",5.0,0.0,1.0,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0784, 0.0073]","[0.0567, 0.0058]",5.0,0.1,0.9,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0789, 0.0071]","[0.0564, 0.0056]",5.0,0.2,0.8,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0806, 0.0073]","[0.0575, 0.0057]",5.0,0.3,0.7,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0779, 0.0071]","[0.0554, 0.0056]",5.0,0.4,0.6,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0775, 0.007]","[0.0555, 0.0056]",5.0,0.5,0.5,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0781, 0.0071]","[0.0553, 0.0057]",5.0,0.6,0.4,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0753, 0.007]","[0.0536, 0.0056]",5.0,0.7,0.3,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0765, 0.007]","[0.0524, 0.0054]",5.0,0.8,0.2,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0752, 0.0071]","[0.0514, 0.0054]",5.0,0.9,0.1,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.0779, 0.0071]","[0.0546, 0.0057]",5.0,1.0,0.0,,,,
Cosine,0.3,100,,200,1e-05,,,"[0.1063, 0.0083]",,10.0,0.0,1.0,"[0.1003, 0.0086]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1141, 0.0086]",,10.0,0.1,0.9,"[0.1055, 0.0087]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1125, 0.0085]",,10.0,0.2,0.8,"[0.1047, 0.0087]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1161, 0.0087]",,10.0,0.3,0.7,"[0.1058, 0.0086]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1135, 0.0084]",,10.0,0.4,0.6,"[0.1031, 0.0084]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1119, 0.0083]",,10.0,0.5,0.5,"[0.1013, 0.0081]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1141, 0.0085]",,10.0,0.6,0.4,"[0.1048, 0.0086]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1139, 0.0085]",,10.0,0.7,0.3,"[0.1033, 0.0083]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1158, 0.0084]",,10.0,0.8,0.2,"[0.1045, 0.0083]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1129, 0.0083]",,10.0,0.9,0.1,"[0.0991, 0.008]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1125, 0.0083]",,10.0,1.0,0.0,"[0.0998, 0.008]",,,
Cosine,0.3,100,,200,1e-05,,,"[0.1328, 0.0091]",,15.0,0.0,1.0,,"[0.1433, 0.0106]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1385, 0.0093]",,15.0,0.1,0.9,,"[0.1488, 0.0108]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1411, 0.0094]",,15.0,0.2,0.8,,"[0.1509, 0.0109]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1412, 0.0094]",,15.0,0.3,0.7,,"[0.15, 0.0107]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1428, 0.0094]",,15.0,0.4,0.6,,"[0.1499, 0.0106]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1389, 0.0091]",,15.0,0.5,0.5,,"[0.145, 0.0103]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1398, 0.0091]",,15.0,0.6,0.4,,"[0.1441, 0.0102]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1398, 0.0092]",,15.0,0.7,0.3,,"[0.1423, 0.0101]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1404, 0.0091]",,15.0,0.8,0.2,,"[0.1435, 0.01]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1392, 0.0092]",,15.0,0.9,0.1,,"[0.1408, 0.0099]",,
Cosine,0.3,100,,200,1e-05,,,"[0.1369, 0.0091]",,15.0,1.0,0.0,,"[0.1378, 0.0099]",,
Cosine,0.3,100,,200,1e-05,,,"[0.153, 0.0096]",,20.0,0.0,1.0,,,"[0.1811, 0.0123]",
Cosine,0.3,100,,200,1e-05,,,"[0.1642, 0.0099]",,20.0,0.1,0.9,,,"[0.1926, 0.0126]",
Cosine,0.3,100,,200,1e-05,,,"[0.1627, 0.0099]",,20.0,0.2,0.8,,,"[0.188, 0.0123]",
Cosine,0.3,100,,200,1e-05,,,"[0.1591, 0.0098]",,20.0,0.3,0.7,,,"[0.184, 0.0122]",
Cosine,0.3,100,,200,1e-05,,,"[0.1608, 0.0099]",,20.0,0.4,0.6,,,"[0.1845, 0.0121]",
Cosine,0.3,100,,200,1e-05,,,"[0.1627, 0.0098]",,20.0,0.5,0.5,,,"[0.1832, 0.0117]",
Cosine,0.3,100,,200,1e-05,,,"[0.1579, 0.0096]",,20.0,0.6,0.4,,,"[0.1765, 0.0114]",
Cosine,0.3,100,,200,1e-05,,,"[0.1584, 0.0098]",,20.0,0.7,0.3,,,"[0.1765, 0.0115]",
Cosine,0.3,100,,200,1e-05,,,"[0.1542, 0.0095]",,20.0,0.8,0.2,,,"[0.1714, 0.0112]",
Cosine,0.3,100,,200,1e-05,,,"[0.1555, 0.0095]",,20.0,0.9,0.1,,,"[0.1722, 0.0112]",
Cosine,0.3,100,,200,1e-05,,,"[0.1539, 0.0095]",,20.0,1.0,0.0,,,"[0.1677, 0.011]",
Cosine,0.3,100,,200,1e-05,,,"[0.2324, 0.0107]",,50.0,0.0,1.0,,,,"[0.3464, 0.0162]"
Cosine,0.3,100,,200,1e-05,,,"[0.2426, 0.0111]",,50.0,0.1,0.9,,,,"[0.3591, 0.0169]"
Cosine,0.3,100,,200,1e-05,,,"[0.244, 0.0112]",,50.0,0.2,0.8,,,,"[0.3594, 0.0172]"
Cosine,0.3,100,,200,1e-05,,,"[0.243, 0.0114]",,50.0,0.3,0.7,,,,"[0.3545, 0.0171]"
Cosine,0.3,100,,200,1e-05,,,"[0.2397, 0.0113]",,50.0,0.4,0.6,,,,"[0.3429, 0.0166]"
Cosine,0.3,100,,200,1e-05,,,"[0.2359, 0.0113]",,50.0,0.5,0.5,,,,"[0.3361, 0.0163]"
Cosine,0.3,100,,200,1e-05,,,"[0.2322, 0.0111]",,50.0,0.6,0.4,,,,"[0.3268, 0.0159]"
Cosine,0.3,100,,200,1e-05,,,"[0.2239, 0.0111]",,50.0,0.7,0.3,,,,"[0.3069, 0.0152]"
Cosine,0.3,100,,200,1e-05,,,"[0.2284, 0.0112]",,50.0,0.8,0.2,,,,"[0.3116, 0.0152]"
Cosine,0.3,100,,200,1e-05,,,"[0.2179, 0.011]",,50.0,0.9,0.1,,,,"[0.292, 0.0145]"
Cosine,0.3,100,,200,1e-05,,,"[0.2187, 0.011]",,50.0,1.0,0.0,,,,"[0.2885, 0.0143]"
Cosine,0.4,100,,200,1e-05,,,"[0.0716, 0.0069]","[0.0536, 0.0058]",5.0,0.0,1.0,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0763, 0.0071]","[0.0546, 0.0055]",5.0,0.1,0.9,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0784, 0.0071]","[0.0558, 0.0056]",5.0,0.2,0.8,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0777, 0.007]","[0.0545, 0.0055]",5.0,0.3,0.7,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0785, 0.0072]","[0.0552, 0.0056]",5.0,0.4,0.6,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0789, 0.0071]","[0.0548, 0.0055]",5.0,0.5,0.5,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0786, 0.0072]","[0.0552, 0.0058]",5.0,0.6,0.4,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0743, 0.007]","[0.051, 0.0054]",5.0,0.7,0.3,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0778, 0.0071]","[0.0543, 0.0056]",5.0,0.8,0.2,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0784, 0.0072]","[0.054, 0.0057]",5.0,0.9,0.1,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.0754, 0.007]","[0.0529, 0.0055]",5.0,1.0,0.0,,,,
Cosine,0.4,100,,200,1e-05,,,"[0.1061, 0.0083]",,10.0,0.0,1.0,"[0.1014, 0.0088]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1116, 0.0086]",,10.0,0.1,0.9,"[0.1028, 0.0087]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1125, 0.0085]",,10.0,0.2,0.8,"[0.1037, 0.0086]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1152, 0.0086]",,10.0,0.3,0.7,"[0.1056, 0.0087]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1138, 0.0085]",,10.0,0.4,0.6,"[0.1037, 0.0083]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.111, 0.0082]",,10.0,0.5,0.5,"[0.0993, 0.008]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1153, 0.0082]",,10.0,0.6,0.4,"[0.1041, 0.0081]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1135, 0.0083]",,10.0,0.7,0.3,"[0.1036, 0.0082]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1163, 0.0085]",,10.0,0.8,0.2,"[0.105, 0.0084]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1133, 0.0083]",,10.0,0.9,0.1,"[0.1031, 0.0083]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1132, 0.0085]",,10.0,1.0,0.0,"[0.1003, 0.0081]",,,
Cosine,0.4,100,,200,1e-05,,,"[0.1309, 0.0091]",,15.0,0.0,1.0,,"[0.1426, 0.0106]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1387, 0.0094]",,15.0,0.1,0.9,,"[0.1472, 0.0108]",,
Cosine,0.4,100,,200,1e-05,,,"[0.141, 0.0093]",,15.0,0.2,0.8,,"[0.1495, 0.0107]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1399, 0.0094]",,15.0,0.3,0.7,,"[0.1454, 0.0104]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1415, 0.0093]",,15.0,0.4,0.6,,"[0.1489, 0.0106]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1392, 0.0092]",,15.0,0.5,0.5,,"[0.1431, 0.0101]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1402, 0.0092]",,15.0,0.6,0.4,,"[0.1459, 0.0103]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1392, 0.009]",,15.0,0.7,0.3,,"[0.143, 0.0101]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1381, 0.009]",,15.0,0.8,0.2,,"[0.1418, 0.0101]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1364, 0.009]",,15.0,0.9,0.1,,"[0.1375, 0.0097]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1364, 0.009]",,15.0,1.0,0.0,,"[0.1377, 0.0098]",,
Cosine,0.4,100,,200,1e-05,,,"[0.1511, 0.0096]",,20.0,0.0,1.0,,,"[0.1784, 0.0121]",
Cosine,0.4,100,,200,1e-05,,,"[0.1605, 0.0099]",,20.0,0.1,0.9,,,"[0.1887, 0.0125]",
Cosine,0.4,100,,200,1e-05,,,"[0.1606, 0.0099]",,20.0,0.2,0.8,,,"[0.186, 0.0123]",
Cosine,0.4,100,,200,1e-05,,,"[0.1618, 0.01]",,20.0,0.3,0.7,,,"[0.1855, 0.0123]",
Cosine,0.4,100,,200,1e-05,,,"[0.1623, 0.0099]",,20.0,0.4,0.6,,,"[0.186, 0.0121]",
Cosine,0.4,100,,200,1e-05,,,"[0.1619, 0.0099]",,20.0,0.5,0.5,,,"[0.1828, 0.0119]",
Cosine,0.4,100,,200,1e-05,,,"[0.1614, 0.0098]",,20.0,0.6,0.4,,,"[0.1809, 0.0118]",
Cosine,0.4,100,,200,1e-05,,,"[0.1568, 0.0096]",,20.0,0.7,0.3,,,"[0.1742, 0.0113]",
Cosine,0.4,100,,200,1e-05,,,"[0.1611, 0.0098]",,20.0,0.8,0.2,,,"[0.1789, 0.0117]",
Cosine,0.4,100,,200,1e-05,,,"[0.1559, 0.0097]",,20.0,0.9,0.1,,,"[0.1711, 0.0112]",
Cosine,0.4,100,,200,1e-05,,,"[0.1543, 0.0094]",,20.0,1.0,0.0,,,"[0.1681, 0.011]",
Cosine,0.4,100,,200,1e-05,,,"[0.2316, 0.0107]",,50.0,0.0,1.0,,,,"[0.3452, 0.0162]"
Cosine,0.4,100,,200,1e-05,,,"[0.2404, 0.0111]",,50.0,0.1,0.9,,,,"[0.3571, 0.017]"
Cosine,0.4,100,,200,1e-05,,,"[0.2431, 0.0113]",,50.0,0.2,0.8,,,,"[0.3562, 0.0172]"
Cosine,0.4,100,,200,1e-05,,,"[0.2402, 0.0112]",,50.0,0.3,0.7,,,,"[0.3477, 0.0168]"
Cosine,0.4,100,,200,1e-05,,,"[0.2364, 0.0113]",,50.0,0.4,0.6,,,,"[0.3404, 0.0167]"
Cosine,0.4,100,,200,1e-05,,,"[0.2355, 0.0113]",,50.0,0.5,0.5,,,,"[0.3358, 0.0165]"
Cosine,0.4,100,,200,1e-05,,,"[0.2323, 0.0113]",,50.0,0.6,0.4,,,,"[0.325, 0.016]"
Cosine,0.4,100,,200,1e-05,,,"[0.2271, 0.0111]",,50.0,0.7,0.3,,,,"[0.3134, 0.0154]"
Cosine,0.4,100,,200,1e-05,,,"[0.2261, 0.0111]",,50.0,0.8,0.2,,,,"[0.308, 0.0151]"
Cosine,0.4,100,,200,1e-05,,,"[0.2242, 0.0112]",,50.0,0.9,0.1,,,,"[0.3015, 0.015]"
Cosine,0.4,100,,200,1e-05,,,"[0.2196, 0.011]",,50.0,1.0,0.0,,,,"[0.2919, 0.0145]"
Cosine,0.5,100,,200,1e-05,,,"[0.0721, 0.0069]","[0.0536, 0.0057]",5.0,0.0,1.0,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0764, 0.0071]","[0.054, 0.0055]",5.0,0.1,0.9,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0789, 0.0071]","[0.0559, 0.0055]",5.0,0.2,0.8,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0771, 0.007]","[0.0539, 0.0054]",5.0,0.3,0.7,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0768, 0.0072]","[0.0531, 0.0056]",5.0,0.4,0.6,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0811, 0.0073]","[0.0556, 0.0056]",5.0,0.5,0.5,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0776, 0.0072]","[0.0536, 0.0055]",5.0,0.6,0.4,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0792, 0.0072]","[0.0552, 0.0056]",5.0,0.7,0.3,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0782, 0.0071]","[0.0535, 0.0055]",5.0,0.8,0.2,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0791, 0.0072]","[0.0559, 0.0058]",5.0,0.9,0.1,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.0788, 0.0071]","[0.0541, 0.0055]",5.0,1.0,0.0,,,,
Cosine,0.5,100,,200,1e-05,,,"[0.1063, 0.0084]",,10.0,0.0,1.0,"[0.1007, 0.0087]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.1118, 0.0086]",,10.0,0.1,0.9,"[0.1024, 0.0086]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.1139, 0.0086]",,10.0,0.2,0.8,"[0.1037, 0.0086]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.1153, 0.0086]",,10.0,0.3,0.7,"[0.1036, 0.0084]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.117, 0.0087]",,10.0,0.4,0.6,"[0.1043, 0.0086]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.1145, 0.0085]",,10.0,0.5,0.5,"[0.1023, 0.0084]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.1136, 0.0083]",,10.0,0.6,0.4,"[0.1007, 0.008]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.1148, 0.0083]",,10.0,0.7,0.3,"[0.1026, 0.008]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.1149, 0.0085]",,10.0,0.8,0.2,"[0.1024, 0.0083]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.116, 0.0085]",,10.0,0.9,0.1,"[0.1053, 0.0085]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.1134, 0.0083]",,10.0,1.0,0.0,"[0.0977, 0.0077]",,,
Cosine,0.5,100,,200,1e-05,,,"[0.1314, 0.0091]",,15.0,0.0,1.0,,"[0.1423, 0.0106]",,
Cosine,0.5,100,,200,1e-05,,,"[0.1388, 0.0094]",,15.0,0.1,0.9,,"[0.1464, 0.0107]",,
Cosine,0.5,100,,200,1e-05,,,"[0.1419, 0.0093]",,15.0,0.2,0.8,,"[0.1502, 0.0107]",,
Cosine,0.5,100,,200,1e-05,,,"[0.141, 0.0093]",,15.0,0.3,0.7,,"[0.1491, 0.0107]",,
Cosine,0.5,100,,200,1e-05,,,"[0.1378, 0.0091]",,15.0,0.4,0.6,,"[0.1426, 0.0101]",,
Cosine,0.5,100,,200,1e-05,,,"[0.1408, 0.0092]",,15.0,0.5,0.5,,"[0.1455, 0.0103]",,
Cosine,0.5,100,,200,1e-05,,,"[0.1406, 0.0092]",,15.0,0.6,0.4,,"[0.1431, 0.01]",,
